ticker_yf,super_cluster
LCNB,FINANCIALS
LEGA,FINANCIALS
LKFN,FINANCIALS
LPRO,FINANCIALS
LZAGY,FINANCIALS
MCBS,FINANCIALS
MGYR,FINANCIALS
MSVB,FINANCIALS
NCPL,FINANCIALS
NRDS,FINANCIALS
NRIM,FINANCIALS
NYAX,FINANCIALS
OCFC,FINANCIALS
OSBC,FINANCIALS
PAYO,FINANCIALS
PBFS,FINANCIALS
PEBO,FINANCIALS
PFMT,FINANCIALS
PKBK,FINANCIALS
PRPB,FINANCIALS
PSFE,FINANCIALS
PTHP,FINANCIALS
PVBC,FINANCIALS
QFIN,FINANCIALS
RCFA,FINANCIALS
RELY,FINANCIALS
RFAC,FINANCIALS
RNST,FINANCIALS
RRAC,FINANCIALS
RRBI,FINANCIALS
SAMA,FINANCIALS
SAMG,FINANCIALS
SFBC,FINANCIALS
SFNC,FINANCIALS
SISY,FINANCIALS
SKWD,FINANCIALS
SLQT,FINANCIALS
SNEX,FINANCIALS
SNTG,FINANCIALS
SPNT,FINANCIALS
SPTK,FINANCIALS
SSBI,FINANCIALS
SSBK,FINANCIALS
SSIC,FINANCIALS
STBA,FINANCIALS
STEP,FINANCIALS
STNE,FINANCIALS
STWO,FINANCIALS
SUNL,FINANCIALS
SWKH,FINANCIALS
SYBT,FINANCIALS
TBMC,FINANCIALS
TBNK,FINANCIALS
TCBIO,FINANCIALS
TCVA,FINANCIALS
TIPT,FINANCIALS
TPVG,FINANCIALS
TREE,FINANCIALS
UBCP,FINANCIALS
UBFO,FINANCIALS
UBSI,FINANCIALS
UNTY,FINANCIALS
UPBD,FINANCIALS
UVSP,FINANCIALS
VBTX,FINANCIALS
VIRT,FINANCIALS
VRSK,FINANCIALS
VRTS,FINANCIALS
WAVS,FINANCIALS
WETG,FINANCIALS
WLTW,FINANCIALS
WNEB,FINANCIALS
WNNR,FINANCIALS
WRLD,FINANCIALS
WSBC,FINANCIALS
WSFS,FINANCIALS
WTBA,FINANCIALS
WTFC,FINANCIALS
XFIN,FINANCIALS
YOTA,FINANCIALS
YOUN,FINANCIALS
ZION,FINANCIALS
ZWRK,FINANCIALS
AKYA,PHARMA_BIOTECH
ATEC,PHARMA_BIOTECH
AXNX,PHARMA_BIOTECH
BFLY,PHARMA_BIOTECH
BLFS,PHARMA_BIOTECH
BTSG,PHARMA_BIOTECH
CCRN,PHARMA_BIOTECH
CDNA,PHARMA_BIOTECH
CERT,PHARMA_BIOTECH
CMRX,PHARMA_BIOTECH
CNMD,PHARMA_BIOTECH
CSTL,PHARMA_BIOTECH
CTSO,PHARMA_BIOTECH
CYRX,PHARMA_BIOTECH
DCGO,PHARMA_BIOTECH
DRIO,PHARMA_BIOTECH
DRTS,PHARMA_BIOTECH
EMBC,PHARMA_BIOTECH
ENOV,PHARMA_BIOTECH
ENSG,PHARMA_BIOTECH
EOLS,PHARMA_BIOTECH
EXAS,PHARMA_BIOTECH
FLGT,PHARMA_BIOTECH
GKOS,PHARMA_BIOTECH
GNPX,PHARMA_BIOTECH
HCAT,PHARMA_BIOTECH
HNGR,PHARMA_BIOTECH
HROW,PHARMA_BIOTECH
HTGM,PHARMA_BIOTECH
INFU,PHARMA_BIOTECH
INGN,PHARMA_BIOTECH
INMD,PHARMA_BIOTECH
IVVD,PHARMA_BIOTECH
KDLY,PHARMA_BIOTECH
KIDS,PHARMA_BIOTECH
LMAT,PHARMA_BIOTECH
LNSR,PHARMA_BIOTECH
LNTH,PHARMA_BIOTECH
MDAI,PHARMA_BIOTECH
MODV,PHARMA_BIOTECH
MPLN,PHARMA_BIOTECH
MRVI,PHARMA_BIOTECH
MTEM,PHARMA_BIOTECH
MYGN,PHARMA_BIOTECH
NARI,PHARMA_BIOTECH
NHWK,PHARMA_BIOTECH
NIOX,PHARMA_BIOTECH
NNOX,PHARMA_BIOTECH
NOTV,PHARMA_BIOTECH
NSTG,PHARMA_BIOTECH
OABI,PHARMA_BIOTECH
OFIX,PHARMA_BIOTECH
OPRX,PHARMA_BIOTECH
OPTN,PHARMA_BIOTECH
ORKA,PHARMA_BIOTECH
OSCR,PHARMA_BIOTECH
OSUR,PHARMA_BIOTECH
OTRK,PHARMA_BIOTECH
PACS,PHARMA_BIOTECH
PAHC,PHARMA_BIOTECH
PAVM,PHARMA_BIOTECH
PCRX,PHARMA_BIOTECH
PDCO,PHARMA_BIOTECH
PRGO,PHARMA_BIOTECH
PROF,PHARMA_BIOTECH
PRPH,PHARMA_BIOTECH
PRXS,PHARMA_BIOTECH
PSNL,PHARMA_BIOTECH
QGEN,PHARMA_BIOTECH
QTRX,PHARMA_BIOTECH
RGEN,PHARMA_BIOTECH
RNLX,PHARMA_BIOTECH
RPID,PHARMA_BIOTECH
RPSNF,PHARMA_BIOTECH
RVNC,PHARMA_BIOTECH
SERA,PHARMA_BIOTECH
SGHT,PHARMA_BIOTECH
SGRY,PHARMA_BIOTECH
SHCR,PHARMA_BIOTECH
SNYR,PHARMA_BIOTECH
SPOK,PHARMA_BIOTECH
SRDX,PHARMA_BIOTECH
SRGA,PHARMA_BIOTECH
SRTS,PHARMA_BIOTECH
SSKN,PHARMA_BIOTECH
STXS,PHARMA_BIOTECH
SURG,PHARMA_BIOTECH
SWAV,PHARMA_BIOTECH
SYTA,PHARMA_BIOTECH
TALK,PHARMA_BIOTECH
TCMD,PHARMA_BIOTECH
TELA,PHARMA_BIOTECH
TKNO,PHARMA_BIOTECH
TMCI,PHARMA_BIOTECH
TNON,PHARMA_BIOTECH
TXMD,PHARMA_BIOTECH
USPH,PHARMA_BIOTECH
UTMD,PHARMA_BIOTECH
VCYT,PHARMA_BIOTECH
VISP,PHARMA_BIOTECH
VIVE,PHARMA_BIOTECH
VNRX,PHARMA_BIOTECH
VRAY,PHARMA_BIOTECH
VREX,PHARMA_BIOTECH
VTRS,PHARMA_BIOTECH
VVOS,PHARMA_BIOTECH
XRAY,PHARMA_BIOTECH
ZJYL,PHARMA_BIOTECH
ZYXI,PHARMA_BIOTECH
ASLE,INDUSTRIALS
AZEK,INDUSTRIALS
CDRE,INDUSTRIALS
CPSH,INDUSTRIALS
ECVT,INDUSTRIALS
FGNV,INDUSTRIALS
FSTR,INDUSTRIALS
GRAM,INDUSTRIALS
GRIN,INDUSTRIALS
GWRS,INDUSTRIALS
HLIO,INDUSTRIALS
HWKN,INDUSTRIALS
NWGL,INDUSTRIALS
OFLX,INDUSTRIALS
PKOH,INDUSTRIALS
PSHG,INDUSTRIALS
PSIX,INDUSTRIALS
PTVE,INDUSTRIALS
RETO,INDUSTRIALS
ROAD,INDUSTRIALS
SAIA,INDUSTRIALS
SBLK,INDUSTRIALS
SGBX,INDUSTRIALS
SLGN,INDUSTRIALS
SLNK,INDUSTRIALS
SNCY,INDUSTRIALS
SPGX,INDUSTRIALS
STCN,INDUSTRIALS
TITN,INDUSTRIALS
TPIC,INDUSTRIALS
UHAL,INDUSTRIALS
ULCC,INDUSTRIALS
VRTV,INDUSTRIALS
WLDN,INDUSTRIALS
WLFC,INDUSTRIALS
WLMS,INDUSTRIALS
XTIA,INDUSTRIALS
YORW,INDUSTRIALS
BRSP,REITS_REAL_ESTATE
COMP,REITS_REAL_ESTATE
FCPT,REITS_REAL_ESTATE
FRPH,REITS_REAL_ESTATE
HOVNP,REITS_REAL_ESTATE
LRHC,REITS_REAL_ESTATE
NTST,REITS_REAL_ESTATE
NXRT,REITS_REAL_ESTATE
OPAD,REITS_REAL_ESTATE
PEAK,REITS_REAL_ESTATE
REAX,REITS_REAL_ESTATE
REFI,REITS_REAL_ESTATE
REXR,REITS_REAL_ESTATE
RLTY,REITS_REAL_ESTATE
STRW,REITS_REAL_ESTATE
TRTX,REITS_REAL_ESTATE
WHLR,REITS_REAL_ESTATE
AEHR,MEGA_TECH_AI
AIOT,MEGA_TECH_AI
AVDX,MEGA_TECH_AI
AZTA,MEGA_TECH_AI
BAND,MEGA_TECH_AI
BCOV,MEGA_TECH_AI
BMBL,MEGA_TECH_AI
BOWX,MEGA_TECH_AI
CALX,MEGA_TECH_AI
CARS,MEGA_TECH_AI
CIFR,MEGA_TECH_AI
CLFD,MEGA_TECH_AI
CLPS,MEGA_TECH_AI
CLRO,MEGA_TECH_AI
CNXC,MEGA_TECH_AI
COMM,MEGA_TECH_AI
CRDO,MEGA_TECH_AI
CRUS,MEGA_TECH_AI
CTLP,MEGA_TECH_AI
DCBO,MEGA_TECH_AI
DFIN,MEGA_TECH_AI
DGII,MEGA_TECH_AI
DKDCA,MEGA_TECH_AI
EGAN,MEGA_TECH_AI
EGIO,MEGA_TECH_AI
ENFN,MEGA_TECH_AI
ERON,MEGA_TECH_AI
ESMT,MEGA_TECH_AI
EVER,MEGA_TECH_AI
FIVN,MEGA_TECH_AI
FORA,MEGA_TECH_AI
FORG,MEGA_TECH_AI
FSLY,MEGA_TECH_AI
GDYN,MEGA_TECH_AI
GLBE,MEGA_TECH_AI
GRND,MEGA_TECH_AI
GSIT,MEGA_TECH_AI
HOLO,MEGA_TECH_AI
HSAI,MEGA_TECH_AI
IDCC,MEGA_TECH_AI
INPX,MEGA_TECH_AI
INSG,MEGA_TECH_AI
INTA,MEGA_TECH_AI
JTEK,MEGA_TECH_AI
KARO,MEGA_TECH_AI
KNWN,MEGA_TECH_AI
KSCP,MEGA_TECH_AI
LGTY,MEGA_TECH_AI
LLAP,MEGA_TECH_AI
LOGI,MEGA_TECH_AI
LSCC,MEGA_TECH_AI
LSPD,MEGA_TECH_AI
LUNA,MEGA_TECH_AI
LVOX,MEGA_TECH_AI
MAPS,MEGA_TECH_AI
MASS,MEGA_TECH_AI
MBTC,MEGA_TECH_AI
MKDW,MEGA_TECH_AI
MTCH,MEGA_TECH_AI
MTTR,MEGA_TECH_AI
OPRA,MEGA_TECH_AI
OUST,MEGA_TECH_AI
PCOR,MEGA_TECH_AI
PLAB,MEGA_TECH_AI
PNTM,MEGA_TECH_AI
POWI,MEGA_TECH_AI
PPIH,MEGA_TECH_AI
PRLB,MEGA_TECH_AI
PSIG,MEGA_TECH_AI
PUBM,MEGA_TECH_AI
PWFL,MEGA_TECH_AI
PWSC,MEGA_TECH_AI
PXLW,MEGA_TECH_AI
PYCR,MEGA_TECH_AI
QNST,MEGA_TECH_AI
QTWO,MEGA_TECH_AI
RDVT,MEGA_TECH_AI
RFIL,MEGA_TECH_AI
RMNI,MEGA_TECH_AI
ROSG,MEGA_TECH_AI
RTLX,MEGA_TECH_AI
RZLT,MEGA_TECH_AI
SATS,MEGA_TECH_AI
SCKT,MEGA_TECH_AI
SDGR,MEGA_TECH_AI
SENS,MEGA_TECH_AI
SITM,MEGA_TECH_AI
SKIL,MEGA_TECH_AI
SNCR,MEGA_TECH_AI
SNPO,MEGA_TECH_AI
SOBR,MEGA_TECH_AI
SOFO,MEGA_TECH_AI
SONM,MEGA_TECH_AI
SOTK,MEGA_TECH_AI
SPIR,MEGA_TECH_AI
SQSP,MEGA_TECH_AI
SRAD,MEGA_TECH_AI
SSII,MEGA_TECH_AI
SSTI,MEGA_TECH_AI
SSTK,MEGA_TECH_AI
SSYS,MEGA_TECH_AI
STGW,MEGA_TECH_AI
STRR,MEGA_TECH_AI
SUMO,MEGA_TECH_AI
SVFD,MEGA_TECH_AI
SVNX,MEGA_TECH_AI
SWVL,MEGA_TECH_AI
TACT,MEGA_TECH_AI
TBLA,MEGA_TECH_AI
TCOA,MEGA_TECH_AI
TENB,MEGA_TECH_AI
TRMR,MEGA_TECH_AI
TTGT,MEGA_TECH_AI
TTMI,MEGA_TECH_AI
TWKS,MEGA_TECH_AI
UCTT,MEGA_TECH_AI
UKXMY,MEGA_TECH_AI
UPLD,MEGA_TECH_AI
UPWK,MEGA_TECH_AI
UTSI,MEGA_TECH_AI
VECO,MEGA_TECH_AI
VERB,MEGA_TECH_AI
VERI,MEGA_TECH_AI
VIAV,MEGA_TECH_AI
VISN,MEGA_TECH_AI
VLNS,MEGA_TECH_AI
VMEO,MEGA_TECH_AI
VNET,MEGA_TECH_AI
VONE,MEGA_TECH_AI
VRRM,MEGA_TECH_AI
VRSN,MEGA_TECH_AI
WAVD,MEGA_TECH_AI
WCLD,MEGA_TECH_AI
WDSY,MEGA_TECH_AI
WGMI,MEGA_TECH_AI
WIFI,MEGA_TECH_AI
WIMI,MEGA_TECH_AI
WISA,MEGA_TECH_AI
WKME,MEGA_TECH_AI
WORX,MEGA_TECH_AI
WRAP,MEGA_TECH_AI
WRTC,MEGA_TECH_AI
XGTI,MEGA_TECH_AI
XHUN,MEGA_TECH_AI
XPER,MEGA_TECH_AI
XRTX,MEGA_TECH_AI
XYLO,MEGA_TECH_AI
YEXT,MEGA_TECH_AI
ZFOX,MEGA_TECH_AI
ZPET,MEGA_TECH_AI
ZPNL,MEGA_TECH_AI
ZPTA,MEGA_TECH_AI
ZTLK,MEGA_TECH_AI
